dataset,split,sim_idx,frame,frame_frac,p_ratio,final_p_ratio,z0,z1,y_state_mean_y_disp,y_velocity_mean_y_disp,y_accel_mean_y_disp,y_state_rms_y_disp,y_velocity_rms_y_disp,y_accel_rms_y_disp,y_state_vertical_strain,y_velocity_vertical_strain,y_accel_vertical_strain,y_state_top_bottom_opening,y_velocity_top_bottom_opening,y_accel_top_bottom_opening,z1_residual_from_z0
dePablo CV2,test,0,12,0.07792207792207792,0.16582476920397143,0.15301959837093992,0.21556933224201202,-1.7566380500793457,-3.603992809075862e-05,-2.5096633180510253e-06,-6.64818799123168e-07,0.0006183339282870293,4.887051181867719e-05,9.379000402987003e-07,0.0001339556403941278,1.026667316889301e-05,0.0,0.0009944145567715168,7.522234227508307e-05,2.0333100110292435e-06,-1.8203505448379935
dePablo CV2,test,0,13,0.08441558441558442,0.164897893552018,0.15301959837093992,0.2276412844657898,-1.7316701412200928,-3.854959140880965e-05,-3.1744821171741933e-06,2.435008354950696e-07,0.0006672044401057065,4.980841185897589e-05,2.505257725715637e-07,0.00014422231356302082,1.026667316889301e-05,6.111114981483857e-07,0.0010696368990465999,7.725565228611231e-05,4.819594323635101e-07,-1.794469969631249
dePablo CV2,test,0,14,0.09090909090909091,0.16425265044049575,0.15301959837093992,0.2396494448184967,-1.7069759368896484,-4.172407352598384e-05,-2.9309812816791236e-06,-1.6867488739080727e-07,0.0007170128519646823,5.005893763154745e-05,-4.6892091631889343e-07,0.00015448898673191383,1.0877784667041396e-05,-6.72222647963227e-07,0.0011468925513327122,7.773761171847582e-05,-7.180497050285339e-07,-1.7688679217601708
dePablo CV2,test,0,15,0.09740259740259741,0.16394870722698446,0.15301959837093992,0.2516525089740753,-1.6822359561920166,-4.4655054807662964e-05,-3.099656169069931e-06,1.7097045201808214e-07,0.0007670717895962298,4.959001671522856e-05,-8.907518349587917e-07,0.00016536677139895523,1.0205562019078169e-05,6.111114981484128e-08,0.001224630163051188,7.701956201344728e-05,-2.2953609004616737e-06,-1.7432204828057043
dePablo CV2,test,0,16,0.1038961038961039,0.1633286503087529,0.15301959837093992,0.2637062072753906,-1.6573154926300049,-4.7754710976732895e-05,-2.9286857170518488e-06,2.323613443877548e-07,0.0008166618063114583,4.8699264880269766e-05,-5.764886736869812e-07,0.0001755723334180334,1.026667316889301e-05,-2.710505431213761e-20,0.0013016497250646353,7.472420111298561e-05,-1.2707896530628204e-06,-1.7173887329332018
dePablo CV2,test,0,17,0.11038961038961038,0.16282287822878228,0.15301959837093992,0.27570658922195435,-1.6324446201324463,-5.0683396693784744e-05,-2.696324372664094e-06,1.4707984519191086e-07,0.0008653610711917281,4.8122776206582785e-05,1.0919757187366486e-06,0.0001858390065869264,1.0266673168892983e-05,-6.111114981481418e-08,0.0013763739261776209,7.345341145992279e-05,3.4624245017766953e-06,-1.6916106049597557
dePablo CV2,test,0,18,0.11688311688311688,0.16208288560392647,0.15301959837093992,0.2877022922039032,-1.6075775623321533,-5.337972106644884e-05,-2.549244527472183e-06,-3.732820914592594e-07,0.0009134838473983109,4.921475192531943e-05,7.955241017043591e-07,0.0001961056797558194,1.0205562019078169e-05,6.111114981484128e-08,0.0014498273376375437,7.691583596169949e-05,3.594905138015747e-07,-1.6658366454236717
dePablo CV2,test,0,19,0.12337662337662338,0.16172261970280682,0.15301959837093992,0.29979637265205383,-1.5826020240783691,-5.592896559392102e-05,-2.9225266189314425e-06,-1.714324753265828e-07,0.0009626985993236303,5.001027602702379e-05,-1.6193371266126633e-07,0.00020631124177489756,1.026667316889301e-05,0.0,0.0015267431735992432,7.727532647550106e-05,-4.66126948595047e-07,-1.6399467678795827
dePablo CV2,test,0,20,0.12987012987012986,0.16157285157781903,0.15301959837093992,0.3117254972457886,-1.557985782623291,-5.885149221285246e-05,-3.0939590942580253e-06,5.034489731770009e-07,0.0010127088753506541,4.9848342314362526e-05,-1.2220116332173347e-06,0.00021657791494379057,1.026667316889301e-05,0.0,0.0016040185000747442,7.680919952690601e-05,-2.3669563233852386e-06,-1.614428658162444
dePablo CV2,test,0,21,0.13636363636363635,0.16120116530962875,0.15301959837093992,0.3236813545227051,-1.5331988334655762,-6.194545130711049e-05,-2.5905101210810244e-06,-5.234396667219698e-07,0.0010625572176650167,4.862633068114519e-05,6.990740075707436e-07,0.00022684458811268358,1.026667316889301e-05,6.111114981484128e-07,0.0016808276996016502,7.444224320352077e-05,2.0049046725034714e-06,-1.5887378196925628
dePablo CV2,test,0,22,0.14285714285714285,0.16086708499714775,0.15301959837093992,0.3356976807117462,-1.5082929134368896,-6.453596142819151e-05,-3.1139497878029943e-06,5.529218469746411e-07,0.0011111835483461618,4.9325404688715935e-05,1.1862721294164658e-07,0.0002371112612815766,1.0877784667041423e-05,-6.111114981484128e-07,0.001755269942805171,7.644714787602425e-05,-2.604210749268532e-07,-1.5629234387679145
dePablo CV2,test,0,23,0.14935064935064934,0.16057298772169168,0.15301959837093992,0.3477649390697479,-1.4832465648651123,-6.764991121599451e-05,-2.561027940828353e-06,-5.07934601046145e-07,0.0011605089530348778,4.944403190165758e-05,3.1257513910532e-07,0.000247989045948618,1.026667316889301e-05,-5.421010862427522e-20,0.0018317170906811953,7.618672680109739e-05,2.0954757928848267e-07,-1.536964778715303
dePablo CV2,test,0,24,0.15584415584415584,0.1603399433427762,0.15301959837093992,0.35975009202957153,-1.4584555625915527,-7.021093915682286e-05,-3.068962541874498e-06,2.436936483718455e-07,0.0012099529849365354,4.97566070407629e-05,-1.9185245037078857e-07,0.000258255719117511,1.0266673168892956e-05,6.11111498148467e-07,0.0019079038174822927,7.639627438038588e-05,-8.323695510625839e-08,-1.511267672311011
dePablo CV2,test,0,25,0.16233766233766234,0.16018828451882844,0.15301959837093992,0.37166914343833923,-1.4337403774261475,-7.327990169869736e-05,-2.8252688935026526e-06,-2.0063453121110797e-07,0.0012597095919772983,4.956475459039211e-05,-1.1665979400277138e-06,0.000268522392286404,1.0877784667041423e-05,-1.2833341461116398e-06,0.0019843000918626785,7.631303742527962e-05,-2.544838935136795e-06,-1.4856513804386573
dePablo CV2,test,0,26,0.16883116883116883,0.16005551756044575,0.15301959837093992,0.383708655834198,-1.408773422241211,-7.610517059220001e-05,-3.0259034247137606e-06,3.044333425350487e-07,0.0013092743465676904,4.83981566503644e-05,4.0582381188869476e-07,0.0002794001769534454,9.594450520929783e-06,6.72222647963227e-07,0.002060613129287958,7.376819849014282e-05,1.5168916434049606e-06,-1.4597742114291279
dePablo CV2,test,0,27,0.17532467532467533,0.15969935298903568,0.15301959837093992,0.3956334590911865,-1.3839671611785889,-7.913107401691377e-05,-2.721470082178712e-06,-1.589651219546795e-07,0.0013576725032180548,4.8803980462253094e-05,1.016305759549141e-06,0.0002889946274743752,1.026667316889301e-05,6.111114981483586e-07,0.002134381327778101,7.528509013354778e-05,1.291045919060707e-06,-1.4340664088070822
dePablo CV2,test,0,28,0.18181818181818182,0.1594343675863486,0.15301959837093992,0.4076806306838989,-1.3590061664581299,-8.185254409909248e-05,-2.8804352041333914e-06,-1.0141229722648859e-07,0.0014064764836803079,4.9820286221802235e-05,1.605367287993431e-07,0.0002992613006432682,1.0877784667041369e-05,6.111114981486839e-08,0.0022096664179116488,7.657613605260849e-05,7.271301001310349e-07,-1.4081946212097702
dePablo CV2,test,0,29,0.18831168831168832,0.15932539682539681,0.15301959837093992,0.41954857110977173,-1.3343310356140137,-8.473297930322587e-05,-2.98184750135988e-06,4.5810884330421686e-07,0.00145629676990211,4.998082295060158e-05,-8.702045306563377e-07,0.00031013908531030956,1.0938895816856237e-05,-6.72222647963227e-07,0.0022862425539642572,7.730326615273952e-05,-1.7799902707338333e-06,-1.382622247762308
dePablo CV2,test,0,30,0.19480519480519481,0.15931718714582135,0.15301959837093992,0.431535542011261,-1.3094580173492432,-8.771482680458575e-05,-2.523738658055663e-06,-6.096961442381144e-07,0.0015062775928527117,4.911061841994524e-05,-6.367918103933334e-08,0.0003210779811271658,1.026667316889301e-05,0.0,0.0023635458201169968,7.552327588200569e-05,-7.501803338527679e-07,-1.3568429879263855
dePablo CV2,test,0,31,0.2012987012987013,0.15913002395977457,0.15301959837093992,0.4435470700263977,-1.284524917602539,-9.023856546264142e-05,-3.1334348022937775e-06,3.8208963815122843e-07,0.001555388211272657,4.904693923890591e-05,-1.2386590242385864e-07,0.0003313446542960588,1.026667316889301e-05,-1.2222229962968257e-07,0.0024390690959990025,7.477309554815292e-05,6.938353180885315e-08,-1.3310017900363027
dePablo CV2,test,0,32,0.2077922077922078,0.15891333485893622,0.15301959837093992,0.45549243688583374,-1.2596747875213623,-9.33720002649352e-05,-2.751345164142549e-06,7.179187377914786e-08,0.0016044351505115628,4.892307333648205e-05,8.504139259457588e-07,0.0003416113274649518,1.0144450869263328e-05,7.944449475929096e-07,0.0025138421915471554,7.484247907996178e-05,2.0577572286128998e-06,-1.3052485637417748
dePablo CV2,test,0,33,0.21428571428571427,0.15871984275433534,0.15301959837093992,0.46753090620040894,-1.2345805168151855,-9.612334542907774e-05,-2.679553290363401e-06,-2.68228177446872e-07,0.0016533582238480449,4.977348726242781e-05,2.9569491744041443e-07,0.00035175577833421515,1.0938895816856237e-05,-6.72222647963227e-07,0.002588684670627117,7.690023630857468e-05,2.2794120013713837e-07,-1.2792441580702623
dePablo CV2,test,0,34,0.22077922077922077,0.1586454134227775,0.15301959837093992,0.4794151782989502,-1.2099153995513916,-9.880289871944115e-05,-2.947781467810273e-06,2.1406594896689057e-07,0.0017031317111104727,5.006918217986822e-05,-1.3909302651882172e-06,0.0003626946741510714,1.026667316889301e-05,-6.111114981481418e-08,0.002665584906935692,7.712817750871181e-05,-1.962762326002121e-06,-1.253680563492467
dePablo CV2,test,0,35,0.22727272727272727,0.15857595504274527,0.15301959837093992,0.49131113290786743,-1.185246229171753,-0.00010175068018725142,-2.7337155188433826e-06,-1.8580612959340215e-07,0.001753200893290341,4.8678251914680004e-05,2.628657966852188e-07,0.0003729613473199644,1.0205562019078196e-05,6.111114981481418e-08,0.0027427130844444036,7.51654151827097e-05,-5.715992301702499e-07,-1.2281120325751465
dePablo CV2,test,0,36,0.23376623376623376,0.15839339688444548,0.15301959837093992,0.5033060908317566,-1.160252332687378,-0.0001044843957060948,-2.9195216484367847e-06,2.3681059246882796e-07,0.001801879145205021,4.894111771136522e-05,2.4319160729646683e-07,0.0003831669093390426,1.026667316889301e-05,6.111114981483586e-07,0.0028178784996271133,7.459381595253944e-05,1.009088009595871e-06,-1.2022112906830213
dePablo CV2,test,0,37,0.24025974025974026,0.15827277097531317,0.15301959837093992,0.5152696371078491,-1.1352977752685547,-0.00010740391735453159,-2.6827110559679568e-06,-5.475085345096886e-07,0.0018508202629163861,4.918430931866169e-05,5.037290975451469e-07,0.0003934335825079356,1.0877784667041369e-05,-6.111114981483586e-07,0.002892472315579653,7.560290396213531e-05,8.069910109043121e-07,-1.1763522626466503
dePablo CV2,test,0,38,0.24675324675324675,0.15812006993295796,0.15301959837093992,0.5272528529167175,-1.110327959060669,-0.00011008662841049954,-3.2302195904776454e-06,2.6266934582963586e-07,0.0019000045722350478,4.968803841620684e-05,3.015156835317612e-08,0.00040431136717497697,1.026667316889301e-05,0.0,0.002968075219541788,7.640989497303963e-05,-1.9744038581848145e-07,-1.150476488760938
dePablo CV2,test,0,39,0.2532467532467532,0.1579723947364891,0.15301959837093992,0.5391571521759033,-1.0855278968811035,-0.00011331684800097719,-2.9675502446480095e-06,3.5744596971198916e-07,0.0019496926106512547,4.971818998456001e-05,-1.4489050954580307e-06,0.00041457804034387,1.026667316889301e-05,6.111114981484128e-07,0.0030444851145148277,7.621245458722115e-05,-2.420041710138321e-06,-1.1247764351696332
dePablo CV2,test,0,40,0.2597402597402597,0.15792571279100184,0.15301959837093992,0.5510637164115906,-1.060669183731079,-0.0001162843982456252,-2.6101042749360204e-06,-1.9786966731771827e-07,0.0019994108006358147,4.826928488910198e-05,1.9720755517482758e-07,0.000424844713512763,1.0877784667041423e-05,-1.2222229962968257e-06,0.003120697569102049,7.379241287708282e-05,-9.313225746154785e-08,-1.0990175593706253
dePablo CV2,test,0,41,0.2662337662337662,0.15773289270539598,0.15301959837093992,0.5630321502685547,-1.0356638431549072,-0.00011889450252056122,-2.8079739422537386e-06,-2.4243490770459175e-07,0.0020476800855249166,4.846649244427681e-05,7.755588740110397e-07,0.0004357224981798044,9.655561670744597e-06,6.111114981484128e-07,0.0031944899819791317,7.369928061962128e-05,1.5031546354293823e-06,-1.0731073786649574
dePablo CV2,test,0,42,0.2727272727272727,0.1575734927752865,0.15301959837093992,0.5749796628952026,-1.0106279850006104,-0.00012170247646281496,-3.0504088499583304e-06,3.0932278605178e-07,0.0020961465779691935,4.924205131828785e-05,8.642673492431641e-07,0.000445378059850549,1.026667316889301e-05,6.111114981484128e-07,0.003268189262598753,7.520243525505066e-05,1.909211277961731e-06,-1.047168262072552
dePablo CV2,test,0,43,0.2792207792207792,0.1575111630227154,0.15301959837093992,0.5868620276451111,-0.9859156012535095,-0.0001247528853127733,-2.7410860639065504e-06,1.624284777790308e-07,0.0021453886292874813,5.0106318667531013e-05,-9.417999535799026e-07,0.000455644733019442,1.0877784667041423e-05,-5.421010862427522e-20,0.0033433916978538036,7.711164653301239e-05,-1.6675330698490143e-06,-1.0215575452112342
dePablo CV2,test,0,44,0.2857142857142857,0.15752300777627168,0.15301959837093992,0.598778486251831,-0.9611279368400574,-0.00012749397137667984,-2.5786575861275196e-06,-4.055473254993558e-07,0.0021954949479550123,4.916451871395111e-05,-2.0256265997886658e-07,0.00046652251768648345,1.0877784667041369e-05,-6.111114981483586e-07,0.003420503344386816,7.544411346316338e-05,-3.6926940083503723e-07,-0.995868970112416
dePablo CV2,test,0,45,0.2922077922077922,0.15739664232897735,0.15301959837093992,0.6106835603713989,-0.9362099766731262,-0.00013007262896280736,-2.9842049116268754e-06,3.44865838997066e-07,0.0022446594666689634,4.8961956053972244e-05,-7.185153663158417e-07,0.0004774003023535248,1.026667316889301e-05,0.0,0.0034959474578499794,7.507484406232834e-05,-1.5513505786657333e-06,-0.9700509599525831
dePablo CV2,test,0,46,0.2987012987012987,0.15731346678798908,0.15301959837093992,0.6226004362106323,-0.9113408923149109,-0.00013305683387443423,-2.6393390726298094e-06,-7.436028681695461e-08,0.0022936214227229357,4.82434406876564e-05,1.4528632164001465e-06,0.0004876669755224178,1.026667316889301e-05,0.0,0.0035710223019123077,7.35234934836626e-05,2.4507753551006317e-06,-0.9442809333652987
dePablo CV2,test,0,47,0.3051948051948052,0.15718992808958746,0.15301959837093992,0.6345881223678589,-0.886213481426239,-0.00013569617294706404,-2.713699359446764e-06,-6.72473106533289e-07,0.002341864863410592,4.969630390405655e-05,1.46450474858284e-07,0.0004979336486913108,1.026667316889301e-05,0.0,0.0036445457953959703,7.597426883876324e-05,9.352806955575943e-07,-0.9182472268305554
dePablo CV2,test,0,48,0.3116883116883117,0.15710937925772522,0.15301959837093992,0.6464231610298157,-0.8614762425422668,-0.0001384098723065108,-3.386172465980053e-06,8.294009603559971e-07,0.0023915611673146486,4.984275437891483e-05,-2.367887645959854e-07,0.0005082003218602038,1.026667316889301e-05,-1.2222229962973678e-07,0.0037205200642347336,7.690954953432083e-05,-1.1597294360399246e-06,-0.8926152327895214
dePablo CV2,test,0,49,0.3181818181818182,0.157117536516614,0.15301959837093992,0.6583365201950073,-0.8365837931632996,-0.00014179604477249086,-2.556771505624056e-06,-8.5958163253963e-08,0.0024414039216935635,4.960596561431885e-05,-1.9120052456855774e-06,0.0005184669950290969,1.0144450869263274e-05,1.2222229962973678e-07,0.0037974296137690544,7.57498200982809e-05,-2.7031637728214264e-06,-0.8668221070498379
dePablo CV2,test,0,50,0.3246753246753247,0.15704658658072077,0.15301959837093992,0.6701250076293945,-0.8119850158691406,-0.00014435281627811491,-2.642729668878019e-06,-4.1004386730492115e-07,0.0024910098873078823,4.769396036863327e-05,1.4011748135089874e-06,0.0005286114458983601,1.026667316889301e-05,6.722226479632812e-07,0.0038731794338673353,7.304665632545948e-05,1.432141289114952e-06,-0.8413320939746094
dePablo CV2,test,0,51,0.33116883116883117,0.15686294624538366,0.15301959837093992,0.6820967197418213,-0.7868427634239197,-0.00014699554594699293,-3.05277353618294e-06,2.2679159883409739e-07,0.0025387038476765156,4.909513518214226e-05,2.9010698199272156e-07,0.0005388781190672531,1.0938895816856292e-05,-1.3444452959265624e-06,0.003946226090192795,7.447879761457443e-05,1.575332134962082e-06,-0.8152847535565129
dePablo CV2,test,0,52,0.33766233766233766,0.15678797452434373,0.15301959837093992,0.6939743757247925,-0.7618867754936218,-0.00015004831948317587,-2.8259819373488426e-06,2.9642251320183277e-08,0.002587798982858658,4.938524216413498e-05,7.168855518102646e-07,0.0005498170148841094,9.594450520929729e-06,1.2833341461117483e-06,0.004020704887807369,7.605412974953651e-05,1.0631047189235687e-06,-0.7894307885052164
dePablo CV2,test,0,53,0.34415584415584416,0.15674176160483347,0.15301959837093992,0.7058899402618408,-0.7369229197502136,-0.00015287430142052472,-2.7963396860286593e-06,2.0425068214535713e-07,0.002637184225022793,5.0102127715945244e-05,-7.266644388437271e-07,0.0005594114654050392,1.0877784667041477e-05,-6.11111498148467e-07,0.004096759017556906,7.711723446846008e-05,-2.1578744053840637e-06,-0.7635660896700911
dePablo CV2,test,0,54,0.35064935064935066,0.15672538418309012,0.15301959837093992,0.7177826166152954,-0.7120906114578247,-0.00015567064110655338,-2.5920890038833022e-06,-2.9898365028202534e-07,0.002687286352738738,4.937546327710152e-05,-1.7397105693817139e-06,0.0005702892500720806,1.026667316889301e-05,0.0,0.004173876252025366,7.495936006307602e-05,-2.217944711446762e-06,-0.7378346686834001
dePablo CV2,test,0,55,0.35714285714285715,0.15669206693493917,0.15301959837093992,0.7296576499938965,-0.6872069835662842,-0.00015826273011043668,-2.8910726541653275e-06,-2.371962182223797e-08,0.0027366618160158396,4.76357527077198e-05,1.7478596419095993e-06,0.0005805559232409736,1.026667316889301e-05,0.0,0.004248835612088442,7.274141535162926e-05,2.2542662918567657e-06,-0.7120532619455647
dePablo CV2,test,0,56,0.36363636363636365,0.15654286381686522,0.15301959837093992,0.741561770439148,-0.6622052788734436,-0.000161153802764602,-2.9147922759875655e-06,2.2341555450111628e-07,0.0027842975687235594,4.93836123496294e-05,7.26897269487381e-07,0.0005908225964098667,1.026667316889301e-05,0.0,0.004321577027440071,7.499568164348602e-05,1.7452985048294067e-06,-0.6861515793597146
dePablo CV2,test,0,57,0.37012987012987014,0.15650960629343028,0.15301959837093992,0.7534527778625488,-0.6372459530830383,-0.00016406859504058957,-2.6913767214864492e-06,-4.5311753638088703e-07,0.0028336811810731888,5.011050961911678e-05,-4.2212195694446564e-07,0.0006010892695787597,1.026667316889301e-05,6.111114981483586e-07,0.004396572709083557,7.674098014831543e-05,-5.606561899185181e-07,-0.6602932670498186
dePablo CV2,test,0,58,0.37662337662337664,0.15648651818173617,0.15301959837093992,0.7652807831764221,-0.6125431656837463,-0.00016675997176207602,-3.1444942578673363e-06,3.809691406786442e-07,0.0028837916906923056,4.968838766217232e-05,-1.1776573956012726e-06,0.0006113559427476527,1.0877784667041369e-05,-6.111114981483586e-07,0.0044733136892318726,7.618032395839691e-05,-2.588145434856415e-06,-0.6346962562301703
dePablo CV2,test,0,59,0.38311688311688313,0.15642542323279798,0.15301959837093992,0.7771218419075012,-0.587692379951477,-0.00016990446601994336,-2.763525117188692e-06,-3.2057869248092175e-08,0.002933480078354478,4.8510730266571045e-05,-2.6496127247810364e-07,0.000622233727414694,1.026667316889301e-05,0.0,0.0045494940131902695,7.35921785235405e-05,1.8905848264694214e-07,-0.6089502602102691
dePablo CV2,test,0,60,0.38961038961038963,0.15636173367053283,0.15301959837093992,0.7890433073043823,-0.5626245141029358,-0.00017266799113713205,-2.7955829864367843e-06,6.658956408500671e-08,0.002981990808621049,4.824576899409294e-05,1.0544899851083755e-06,0.0006325004005835871,1.026667316889301e-05,-6.11111498149226e-08,0.00462308619171381,7.378123700618744e-05,2.2421590983867645e-06,-0.5829811051519271
dePablo CV2,test,0,61,0.3961038961038961,0.15626769141033778,0.15301959837093992,0.8009175062179565,-0.5376144051551819,-0.00017546357412356883,-2.7289934223517776e-06,-1.4642137102782726e-07,0.003030236577615142,4.930025897920132e-05,7.206108421087265e-07,0.0006427670737524801,1.0205562019078088e-05,6.11111498149226e-08,0.004696867428719997,7.60233961045742e-05,6.58910721540451e-07,-0.5570732804452843
dePablo CV2,test,0,62,0.4025974025974026,0.15620410850227032,0.15301959837093992,0.8128082752227783,-0.5126698017120361,-0.0001781925675459206,-2.875414793379605e-06,-1.5235855244100094e-07,0.003079536836594343,5.002086982131004e-05,-5.543697625398636e-07,0.0006529726357715582,1.026667316889301e-05,6.11111498148467e-07,0.004772890824824572,7.668230682611465e-05,-6.370246410369873e-07,-0.531229708507621
dePablo CV2,test,0,63,0.4090909090909091,0.15621002973372536,0.15301959837093992,0.8246467709541321,-0.4878408908843994,-0.00018106798233930022,-3.0277733458206058e-06,2.446613507345319e-07,0.0031295577064156532,4.946650005877018e-05,-1.7774291336536407e-06,0.0006632393089404512,1.0877784667041477e-05,-1.2833341461117483e-06,0.004849573131650686,7.604528218507767e-05,-3.7425197660923004e-06,-0.5055057811608127
dePablo CV2,test,0,64,0.4155844155844156,0.15617565059561284,0.15301959837093992,0.8364982604980469,-0.46291714906692505,-0.00018409575568512082,-2.783111995086074e-06,3.607128746807575e-07,0.0031790242064744234,4.768907092511654e-05,1.2379605323076248e-06,0.0006741170936074926,9.594450520929729e-06,1.3444452959265624e-06,0.004925618413835764,7.230276241898537e-05,1.578591763973236e-06,-0.47968604046313446
dePablo CV2,test,0,65,0.42207792207792205,0.15604070066975786,0.15301959837093992,0.8484338521957397,-0.43775883316993713,-0.0001868788676802069,-2.4223991204053164e-06,-4.822213668376207e-07,0.00322671327739954,4.8927031457424164e-05,1.434236764907837e-07,0.0006837115441284224,1.0938895816856292e-05,-7.333337977782038e-07,0.004997921176254749,7.38813541829586e-05,1.0444782674312592e-06,-0.4536253673766914
dePablo CV2,test,0,66,0.42857142857142855,0.15599159630554565,0.15301959837093992,0.8602287769317627,-0.412883996963501,-0.0001893012668006122,-2.904620487242937e-06,-1.0558869689702988e-07,0.003275640308856964,4.907045513391495e-05,1.2004747986793518e-06,0.0006946504399452787,1.0205562019078088e-05,6.11111498149226e-08,0.005071802530437708,7.492583245038986e-05,2.794899046421051e-06,-0.4278588087149127
